,labels,predictions,aux_labels,feat_norm
1000,0,0,0,0.4121266
1001,0,0,0,0.45578995
1002,0,0,0,0.3724252
1003,0,0,0,0.37431306
1004,1,1,3,0.3377818
1005,1,1,3,0.58396554
1006,0,0,0,0.4362507
1007,0,0,0,0.39335617
1008,1,1,3,0.4251572
1009,0,0,0,0.58894277
1010,1,1,3,0.3963139
1011,0,0,0,0.39562166
1012,0,0,1,0.38051367
1013,1,1,3,0.40808362
1014,0,0,0,0.35195988
1015,0,0,0,0.3707235
1016,1,1,3,0.39398062
1017,0,0,0,0.44172588
1018,0,0,0,0.57713425
1019,1,1,3,0.39883032
1020,1,1,3,0.5191456
1021,0,0,0,0.38870746
1022,0,0,0,0.40166244
1023,0,0,0,0.48504126
1024,1,1,3,0.3648705
1025,0,0,0,0.45494854
1026,1,1,3,0.40789545
1027,0,0,1,0.42991817
1028,0,0,0,0.611712
1029,1,1,3,0.3880294
1030,0,0,0,0.38092178
1031,0,0,0,0.49758863
1032,0,0,0,0.4526621
1033,0,0,0,0.42175618
1034,0,0,0,0.36539814
1035,0,0,0,0.3761437
1036,1,1,3,0.33345845
1037,0,0,0,0.52624345
1038,0,0,0,0.39234576
1039,0,0,0,0.43877423
1040,0,0,0,0.33134043
1041,0,0,1,0.39764714
1042,0,0,0,0.39179528
1043,0,0,0,0.31319365
1044,0,0,0,0.5130921
1045,0,0,0,0.39727947
1046,0,0,0,0.42877716
1047,0,0,0,0.4919265
1048,0,0,0,0.42972958
1049,1,1,3,0.49749982
1050,0,0,0,0.34993643
1051,1,1,3,0.3818559
1052,0,0,0,0.46783942
1053,0,0,1,0.37267143
1054,0,0,0,0.38168436
1055,1,1,3,0.45078543
1056,0,0,0,0.48640138
1057,0,0,0,0.37178993
1058,0,0,0,0.38414344
1059,0,0,0,0.55849874
1060,0,0,0,0.4490699
1061,0,0,0,0.48256356
1062,0,0,0,0.4658705
1063,0,0,0,0.4700861
1064,0,0,0,0.43160114
1065,0,0,0,0.4834529
1066,0,0,0,0.42775312
1067,0,0,0,0.5071088
1068,0,0,0,0.4855823
1069,0,0,0,0.47326675
1070,1,1,3,0.36987913
1071,0,0,0,0.44199908
1072,1,1,3,0.39386955
1073,0,0,0,0.5154033
1074,0,0,0,0.45972556
1075,0,0,0,0.3769805
1076,1,1,3,0.4142959
1077,1,1,3,0.45865068
1078,1,1,3,0.48299187
1079,0,0,0,0.44806814
1080,0,0,0,0.4744929
1081,0,0,0,0.2986209
1082,0,0,0,0.43445563
1083,0,0,0,0.33814225
1084,0,0,0,0.4473855
1085,0,0,0,0.47842926
1086,1,1,3,0.47287375
1087,1,1,3,0.40616515
1088,0,0,0,0.3749897
1089,0,0,0,0.40839005
1090,0,0,0,0.43725038
1091,0,0,0,0.43708807
1092,0,0,1,0.3825821
1093,0,0,0,0.3946615
1094,0,0,0,0.4979223
1095,0,0,0,0.5079765
1096,0,0,0,0.45046404
1097,1,1,2,0.439055
1098,0,0,0,0.45771307
1099,0,0,0,0.47541863
1100,0,0,0,0.43893525
1101,0,0,0,0.37850326
1102,1,1,3,0.44696254
1103,0,0,0,0.36615896
1104,0,0,0,0.42818832
1105,0,0,0,0.41828668
1106,0,0,0,0.40910956
1107,0,0,0,0.5058107
1108,0,0,0,0.4420473
1109,0,0,0,0.5078043
1110,1,1,3,0.4299569
1111,0,0,0,0.49521235
1112,1,1,3,0.42709523
1113,0,0,0,0.51586366
1114,0,0,0,0.40040088
1115,0,0,0,0.474396
1116,1,1,3,0.41136706
1117,0,0,0,0.4101594
1118,0,0,0,0.38894105
1119,0,0,0,0.36225095
1120,0,0,0,0.4613979
1121,0,0,0,0.38848448
1122,0,0,0,0.46106794
1123,1,1,3,0.36484694
1124,0,0,0,0.4594468
1125,0,0,0,0.43515664
1126,0,0,0,0.49607438
1127,0,0,0,0.59296924
1128,0,0,0,0.43850005
1129,0,0,0,0.4544353
1130,0,0,0,0.41398013
1131,1,1,3,0.538726
1132,0,0,0,0.49194577
1133,0,0,0,0.43778956
1134,0,0,0,0.48194492
1135,0,0,0,0.383641
1136,1,1,3,0.42138338
1137,0,0,0,0.45618427
1138,0,0,0,0.4117019
1139,1,1,3,0.37002867
1140,1,1,3,0.38534418
1141,1,1,3,0.42130873
1142,0,0,0,0.37396806
1143,1,1,2,0.3995818
1144,0,0,0,0.35867888
1145,0,0,0,0.36846688
1146,1,1,3,0.43096954
1147,0,0,0,0.40181673
1148,0,0,0,0.41066343
1149,1,1,3,0.4342533
1150,0,0,0,0.4644732
1151,0,0,0,0.42056745
1152,0,0,0,0.5066128
1153,0,0,0,0.41059813
1154,0,0,0,0.42838794
1155,1,1,3,0.45708463
1156,0,0,0,0.44788498
1157,1,1,3,0.5556896
1158,1,1,3,0.51361585
1159,0,0,0,0.4713508
1160,1,1,3,0.4370589
1161,1,1,3,0.3494022
1162,0,0,0,0.5300808
1163,0,0,0,0.5028542
1164,0,0,0,0.4878645
1165,0,0,0,0.49819747
1166,0,0,0,0.3831887
1167,0,0,0,0.41518086
1168,1,1,3,0.51083267
1169,1,1,3,0.38787585
1170,0,0,0,0.47814628
1171,0,0,0,0.45785505
1172,0,0,0,0.40491384
1173,0,0,0,0.44522345
1174,0,0,0,0.4111946
1175,0,0,0,0.45223165
1176,0,0,0,0.4079405
1177,0,0,0,0.44731444
1178,0,0,0,0.3901721
1179,0,0,1,0.4029173
1180,0,0,0,0.46121466
1181,0,0,0,0.42946082
1182,0,0,0,0.43480238
1183,0,0,0,0.40632302
1184,0,0,0,0.44882748
1185,1,1,3,0.41542986
1186,1,1,3,0.41469193
1187,0,0,0,0.4435674
1188,1,1,3,0.44057304
1189,0,0,0,0.4309516
1190,0,0,0,0.3949285
1191,0,0,0,0.5600703
1192,1,1,3,0.51231146
1193,0,0,0,0.38870668
1194,0,0,0,0.38435787
1195,0,0,0,0.49846238
1196,1,1,3,0.44690853
1197,0,0,0,0.46199107
1198,0,0,0,0.44755697
1199,0,0,0,0.46589872
1200,0,0,0,0.3769971
1201,0,0,0,0.47058028
1202,1,1,3,0.34854776
1203,1,1,3,0.35243428
1204,1,1,3,0.42536235
1205,0,0,0,0.45560658
1206,0,0,0,0.39370388
1207,0,0,0,0.4611972
1208,0,0,0,0.31891447
1209,1,1,3,0.49234945
1210,0,0,0,0.347563
1211,0,0,0,0.4274735
1212,0,0,0,0.3696687
1213,1,1,3,0.4226137
1214,0,0,0,0.41774467
1215,0,0,0,0.42028624
1216,0,0,0,0.38325322
1217,0,0,0,0.42694154
1218,0,0,0,0.4803694
1219,0,0,0,0.49686283
1220,0,0,0,0.45482808
1221,0,0,0,0.4556489
1222,1,1,3,0.45628697
1223,0,0,0,0.40534127
1224,1,1,3,0.5385069
1225,1,1,3,0.4534244
1226,0,0,0,0.3876713
1227,1,1,3,0.5693535
1228,0,0,0,0.4488448
1229,1,1,3,0.37332007
1230,0,0,0,0.4180557
1231,0,0,1,0.49700615
1232,0,0,0,0.40599105
1233,1,1,3,0.41474923
1234,0,0,0,0.4401538
1235,0,0,0,0.34110627
1236,0,0,0,0.4158836
1237,0,0,0,0.3678857
1238,1,1,3,0.46097332
1239,0,0,0,0.44563666
1240,0,0,0,0.5127306
1241,1,1,3,0.5270519
1242,0,0,0,0.37941056
1243,1,1,3,0.4938038
1244,0,0,1,0.46870747
1245,1,1,3,0.4775859
1246,0,0,0,0.43011874
1247,0,0,0,0.36910054
1248,0,0,0,0.43290618
1249,1,1,3,0.47688982
1250,0,0,0,0.42313695
1251,0,0,0,0.549786
1252,0,0,0,0.3941689
1253,0,0,0,0.44843084
1254,1,1,3,0.37447053
1255,0,0,1,0.4446925
1256,1,1,3,0.48957586
1257,0,0,0,0.37401602
1258,1,1,3,0.3774653
1259,0,0,0,0.36177617
1260,0,0,0,0.4330374
1261,0,0,0,0.4511689
1262,0,0,0,0.518036
1263,0,0,0,0.41597915
1264,0,0,0,0.47503835
1265,1,1,3,0.36174154
1266,0,0,0,0.41755304
1267,0,0,0,0.5201124
1268,0,0,0,0.41706824
1269,0,0,0,0.48348942
1270,1,1,3,0.36151794
1271,1,1,3,0.5253593
1272,1,1,3,0.42208582
1273,0,0,0,0.47222733
1274,0,0,0,0.43233275
1275,0,0,0,0.43846655
1276,0,0,0,0.38214898
1277,0,0,0,0.4537673
1278,0,0,0,0.39451742
1279,0,0,0,0.39676693
1280,0,0,0,0.34172976
1281,0,0,0,0.4415633
1282,0,0,0,0.3592901
1283,0,0,0,0.42828348
1284,0,0,0,0.43033922
1285,1,1,3,0.47069812
1286,0,0,0,0.36731845
1287,0,0,0,0.48200455
1288,0,0,0,0.45537496
1289,0,0,0,0.3933476
1290,0,0,0,0.34926665
1291,0,0,0,0.43259954
1292,0,0,0,0.45754677
1293,0,0,0,0.32734156
1294,1,1,3,0.44637182
1295,1,1,3,0.6087212
1296,0,0,0,0.37934282
1297,0,0,0,0.41105497
1298,1,1,3,0.50750256
1299,1,1,3,0.54157245
1300,0,0,0,0.48575735
1301,0,0,0,0.42755696
1302,0,0,0,0.46505684
1303,1,1,3,0.4079082
1304,0,0,0,0.35865763
1305,0,0,0,0.514367
1306,0,0,0,0.47590935
1307,1,1,3,0.53505445
1308,0,0,0,0.4813
1309,1,1,3,0.5206901
1310,1,1,3,0.48969436
1311,0,0,0,0.45547977
1312,0,0,0,0.42268842
1313,0,0,0,0.39227784
1314,0,0,0,0.35206035
1315,0,0,0,0.37631553
1316,0,0,1,0.5686129
1317,0,0,0,0.40962318
1318,0,0,0,0.44466585
1319,0,0,0,0.38381982
1320,0,0,0,0.3765851
1321,0,0,0,0.45051438
1322,1,1,3,0.46701795
1323,0,0,0,0.34252673
1324,0,0,0,0.5899503
1325,0,0,0,0.4604351
1326,0,0,0,0.53674555
1327,0,0,0,0.44922656
1328,1,1,3,0.44060326
1329,0,0,0,0.44655555
1330,0,0,0,0.36116892
1331,0,0,0,0.43330753
1332,0,0,0,0.42201567
1333,0,0,0,0.47937375
1334,0,0,0,0.47168756
1335,1,1,3,0.37089202
1336,0,0,0,0.36201116
1337,1,1,3,0.38041502
1338,0,0,0,0.3979712
1339,0,0,0,0.43649605
1340,0,0,0,0.40194142
1341,1,1,3,0.41577289
1342,0,0,0,0.48337334
1343,0,0,0,0.49140042
1344,0,0,0,0.4912373
1345,1,1,3,0.45050186
1346,1,1,3,0.4297418
1347,0,0,0,0.3962776
1348,0,0,0,0.3797589
1349,0,0,0,0.38057348
1350,0,0,0,0.46675354
1351,0,0,0,0.48855686
1352,0,0,0,0.36175534
1353,0,0,0,0.4378047
1354,0,0,0,0.5353908
1355,0,0,0,0.46225947
1356,0,0,0,0.4841458
1357,0,0,0,0.4009062
1358,1,1,3,0.38003105
1359,0,0,0,0.37543625
1360,0,0,0,0.6027833
1361,0,0,0,0.3601007
1362,0,0,0,0.4481021
1363,0,0,0,0.41603774
1364,0,0,0,0.41591573
1365,1,1,3,0.62193847
1366,0,0,0,0.44411686
1367,0,0,0,0.37012875
1368,0,0,0,0.43313602
1369,0,0,0,0.40738687
1370,1,1,3,0.45181605
1371,0,0,0,0.3973482
1372,0,0,0,0.36692435
1373,0,0,0,0.45365512
1374,0,0,0,0.44268
1375,1,1,3,0.488551
1376,0,0,0,0.4678572
1377,0,0,0,0.3143221
1378,0,0,0,0.35723975
1379,1,1,3,0.3962347
1380,1,1,3,0.4217652
1381,0,0,0,0.34178156
1382,0,0,0,0.45864275
1383,0,0,0,0.41126433
1384,0,0,0,0.40952933
1385,0,0,0,0.50676745
1386,0,0,0,0.4591266
1387,0,0,0,0.43595803
1388,0,0,0,0.4670852
1389,0,0,0,0.5852914
1390,0,0,0,0.3789176
1391,0,0,0,0.3863494
1392,0,0,0,0.37413955
1393,0,0,1,0.4689017
1394,1,1,3,0.4215923
1395,0,0,0,0.44755986
1396,1,1,3,0.37193727
1397,0,0,0,0.5291327
1398,0,0,0,0.47732615
1399,0,0,1,0.36124313
1400,1,1,3,0.43320477
1401,0,0,0,0.38393426
1402,0,0,0,0.5215273
1403,0,0,0,0.47297248
1404,0,0,0,0.3966567
1405,0,0,0,0.49252754
1406,0,0,0,0.48621464
1407,0,0,0,0.46598887
1408,0,0,0,0.36368942
1409,0,0,0,0.39662963
1410,0,0,0,0.5041893
1411,1,1,3,0.47535926
1412,0,0,0,0.49146003
1413,0,0,0,0.42062595
1414,0,0,0,0.49291244
1415,1,1,3,0.37350178
1416,0,0,0,0.38158125
1417,0,0,0,0.5259552
1418,0,0,0,0.33365047
1419,0,0,0,0.48055637
1420,0,0,0,0.41178793
1421,0,0,0,0.41710424
1422,0,0,0,0.42379355
1423,1,1,3,0.43635434
1424,0,0,0,0.46738923
1425,1,1,3,0.43770754
1426,1,1,3,0.4836282
1427,0,0,0,0.40142465
1428,0,0,0,0.3749377
1429,0,0,0,0.36367005
1430,0,0,0,0.40913445
1431,0,0,0,0.43554503
1432,0,0,0,0.40848997
1433,0,0,0,0.41199362
1434,0,0,0,0.57167387
1435,0,0,0,0.5978116
1436,0,0,0,0.51475
1437,1,1,3,0.44870895
1438,0,0,0,0.43634623
1439,0,0,0,0.42771938
1440,0,0,0,0.37243032
1441,0,0,0,0.41067123
1442,0,0,0,0.4178592
1443,1,1,3,0.4135282
1444,0,0,0,0.3977396
1445,0,0,0,0.42532018
1446,1,1,3,0.43880394
1447,0,0,0,0.3951742
1448,0,0,0,0.44096595
1449,0,0,0,0.47992164
1450,0,0,0,0.5645844
1451,0,0,0,0.4579317
1452,0,0,0,0.37618306
1453,0,0,0,0.42344707
1454,0,0,0,0.46966964
1455,1,1,3,0.44119498
1456,0,0,0,0.4194941
1457,1,1,3,0.4442969
1458,0,0,0,0.44851375
1459,0,0,0,0.3201449
1460,0,0,0,0.42605913
1461,0,0,0,0.44192386
1462,0,0,0,0.4617872
1463,0,0,0,0.5034977
1464,0,0,0,0.52293175
1465,0,0,0,0.45352536
1466,0,0,0,0.48587808
1467,0,0,0,0.5091901
1468,0,0,0,0.43730342
1469,0,0,0,0.37588707
1470,0,0,1,0.37601766
1471,0,0,0,0.49567792
1472,0,0,0,0.47630286
1473,1,1,3,0.4861975
1474,0,0,0,0.35995212
1475,0,0,1,0.47759515
1476,0,0,0,0.37946123
1477,0,0,0,0.51757777
1478,0,0,1,0.42168513
1479,0,0,0,0.53387094
1480,1,1,3,0.40251303
1481,1,1,3,0.39865154
1482,1,1,3,0.41078198
1483,0,0,0,0.38465258
1484,1,1,3,0.47212756
1485,0,0,1,0.4664166
1486,0,0,0,0.5253153
1487,0,0,0,0.40947235
1488,0,0,0,0.36565322
1489,0,0,0,0.450506
1490,1,1,3,0.46560872
1491,0,0,0,0.4071163
1492,0,0,0,0.3568468
1493,0,0,0,0.36978525
1494,0,0,0,0.5306616
1495,1,1,3,0.43570286
1496,1,1,3,0.39910036
1497,0,0,0,0.4083404
1498,0,0,1,0.413202
1499,0,0,0,0.39373037
1500,0,0,0,0.38186747
1501,0,0,0,0.45907423
1502,0,0,0,0.51964843
1503,0,0,0,0.4263473
1504,0,0,0,0.4865394
1505,0,0,0,0.41332668
1506,0,0,0,0.49511188
1507,0,0,0,0.397019
1508,0,0,0,0.46839046
1509,1,1,3,0.33756152
1510,1,1,2,0.62611914
1511,0,0,0,0.3900355
1512,1,1,3,0.34251556
1513,1,1,3,0.4425571
1514,1,1,3,0.4744476
1515,1,1,3,0.48023623
1516,0,0,0,0.35658365
1517,1,1,3,0.4686399
1518,0,0,0,0.47242048
1519,0,0,0,0.46680915
1520,1,1,3,0.38764477
1521,0,0,0,0.41028732
1522,0,0,0,0.35217318
1523,1,1,3,0.366099
1524,0,0,0,0.3827891
1525,0,0,0,0.36475196
1526,0,0,0,0.39320296
1527,0,0,0,0.47436485
1528,0,0,0,0.34354258
1529,0,0,0,0.45503813
1530,0,0,0,0.52105135
1531,1,1,3,0.3889783
1532,1,1,3,0.42625085
1533,0,0,0,0.44672865
1534,0,0,0,0.4425519
1535,0,0,1,0.35445333
1536,0,0,0,0.45213777
1537,0,0,0,0.4826582
1538,0,0,0,0.43477955
1539,0,0,0,0.4486121
1540,0,0,0,0.36772597
1541,0,0,1,0.3860954
1542,0,0,0,0.48789504
1543,0,0,1,0.45157194
1544,0,0,0,0.53765917
1545,1,1,3,0.3992859
1546,0,0,0,0.34124815
1547,0,0,0,0.51644266
1548,0,0,0,0.36260742
1549,0,0,0,0.44915247
1550,1,1,3,0.4031838
1551,0,0,0,0.4754037
1552,1,1,3,0.45930368
1553,1,1,3,0.39587578
1554,0,0,0,0.48663068
1555,0,0,0,0.41174293
1556,0,0,0,0.37760147
1557,0,0,0,0.3704872
1558,0,0,0,0.40833288
1559,0,0,0,0.39343193
1560,1,1,3,0.45930782
1561,0,0,0,0.43173134
1562,0,0,0,0.33020192
1563,0,0,0,0.3463654
1564,0,0,0,0.33857527
1565,0,0,0,0.46460143
1566,0,0,0,0.45429963
1567,0,0,0,0.5070081
1568,0,0,0,0.4190743
1569,1,1,3,0.5496398
1570,0,0,0,0.5086445
1571,0,0,0,0.4615273
1572,0,0,0,0.4054852
1573,0,0,0,0.4152384
1574,0,0,0,0.4209803
1575,0,0,0,0.5605974
1576,0,0,0,0.4389071
1577,0,0,0,0.37423176
1578,0,0,0,0.4399161
1579,0,0,0,0.4689976
1580,0,0,0,0.53019834
1581,0,0,0,0.47069544
1582,0,0,0,0.55925953
1583,1,1,3,0.41110966
1584,1,1,3,0.46759638
1585,0,0,0,0.34890705
1586,1,1,3,0.5080906
1587,1,1,3,0.50369805
1588,0,0,0,0.42687646
1589,1,1,3,0.4041965
1590,0,0,0,0.45053166
1591,0,0,0,0.40803006
1592,0,0,0,0.35618216
1593,0,0,0,0.44837362
1594,1,1,3,0.36006972
1595,0,0,0,0.38048503
1596,0,0,0,0.36559254
1597,0,0,0,0.39015645
1598,0,0,0,0.40262818
1599,0,0,0,0.45189774
1600,0,0,0,0.47914404
1601,0,0,0,0.33025676
1602,0,0,0,0.41289774
1603,0,0,1,0.6463336
1604,0,0,0,0.49455467
1605,0,0,0,0.46546355
1606,0,0,0,0.3464985
1607,0,0,0,0.42797145
1608,0,0,0,0.41829956
1609,1,1,3,0.43657044
1610,0,0,0,0.49801692
1611,0,0,0,0.41911578
1612,0,0,1,0.52028143
1613,0,0,0,0.46910146
1614,0,0,0,0.5209763
1615,1,1,3,0.30399832
1616,0,0,0,0.50248975
1617,0,0,0,0.43063998
1618,0,0,1,0.49379307
1619,0,0,0,0.4676081
1620,0,0,0,0.4125218
1621,0,0,0,0.3974573
1622,1,1,3,0.40462863
1623,1,1,3,0.49081028
1624,0,0,0,0.3543185
1625,0,0,0,0.4918359
1626,0,0,0,0.44288135
1627,0,0,0,0.49840498
1628,0,0,0,0.38603976
1629,1,1,3,0.5263751
1630,1,1,3,0.4133196
1631,0,0,0,0.45460612
1632,0,0,0,0.33440304
1633,0,0,0,0.4856484
1634,0,0,0,0.4297829
1635,0,0,0,0.44216752
1636,0,0,0,0.39224875
1637,1,1,3,0.43167588
1638,0,0,0,0.47135255
1639,0,0,0,0.4367111
1640,1,1,3,0.466297
1641,1,1,3,0.4443035
1642,0,0,0,0.48496574
1643,1,1,3,0.3561479
1644,0,0,0,0.4084041
1645,1,1,3,0.44012806
1646,0,0,0,0.38307464
1647,0,0,0,0.58452797
1648,0,0,0,0.44855297
1649,0,0,0,0.45583454
1650,0,0,0,0.4464743
1651,0,0,0,0.38415712
1652,0,0,0,0.43451327
1653,1,1,3,0.45002335
1654,0,0,0,0.47703886
1655,0,0,0,0.36874133
1656,0,0,0,0.38177717
1657,0,0,0,0.35818875
1658,0,0,0,0.4094339
1659,1,1,3,0.4844706
1660,0,0,0,0.3755458
1661,0,0,0,0.4683885
1662,1,1,3,0.47042245
1663,0,0,0,0.43804204
1664,1,1,3,0.44543833
1665,0,0,1,0.4768783
1666,0,0,0,0.44725674
1667,0,0,0,0.38033196
1668,0,0,0,0.47380838
1669,1,1,3,0.4421414
1670,0,0,0,0.43121225
1671,1,1,3,0.46834284
1672,1,1,3,0.4876903
1673,0,0,0,0.5791575
1674,0,0,0,0.4874118
1675,0,0,0,0.48518807
1676,0,0,0,0.46728012
1677,0,0,0,0.37388793
1678,0,0,0,0.46981776
1679,0,0,0,0.44198856
1680,0,0,0,0.38362595
1681,1,1,3,0.3798306
1682,0,0,0,0.41669217
1683,0,0,0,0.447842
1684,0,0,0,0.47778448
1685,0,0,0,0.34823272
1686,1,1,3,0.418182
1687,0,0,0,0.42792076
1688,0,0,0,0.40599176
1689,1,1,3,0.5202391
1690,1,1,3,0.48819676
1691,0,0,0,0.40346652
1692,1,1,3,0.5147018
1693,1,1,3,0.44080204
1694,1,1,3,0.44633156
1695,0,0,0,0.42262292
1696,0,0,0,0.40049225
1697,0,0,0,0.47697866
1698,1,1,3,0.37041616
1699,0,0,0,0.36065114
1700,0,0,0,0.4681674
1701,0,0,0,0.39689207
1702,0,0,0,0.5585119
1703,0,0,0,0.42723966
1704,0,0,0,0.4644521
1705,0,0,0,0.41695476
1706,0,0,0,0.47372127
1707,0,0,0,0.49962434
1708,0,0,0,0.44699275
1709,0,0,0,0.382506
1710,0,0,0,0.4620909
1711,0,0,0,0.42081118
1712,0,0,0,0.41778225
1713,0,0,0,0.38684684
1714,0,0,1,0.45437294
1715,0,0,0,0.371124
1716,0,0,0,0.443663
1717,0,0,0,0.4312436
1718,0,0,0,0.34242174
1719,1,1,3,0.3802767
1720,0,0,0,0.42543817
1721,1,1,3,0.4236595
1722,0,0,0,0.45836112
1723,0,0,0,0.43790007
1724,1,1,2,0.39747524
1725,0,0,0,0.3860902
1726,0,0,0,0.3429592
1727,0,0,0,0.39891982
1728,0,0,0,0.3271671
1729,0,0,0,0.45766425
1730,0,0,0,0.5729071
1731,0,0,0,0.35412437
1732,0,0,1,0.43077663
1733,0,0,0,0.45866466
1734,0,0,0,0.43217042
1735,0,0,0,0.3465618
1736,0,0,0,0.5418917
1737,1,1,3,0.40009552
1738,0,0,0,0.38983488
1739,0,0,0,0.51071435
1740,0,0,0,0.4163873
1741,0,0,0,0.4165257
1742,0,0,0,0.38848162
1743,0,0,0,0.4552246
1744,0,0,0,0.5137023
1745,0,0,0,0.41571748
1746,1,1,3,0.4388247
1747,0,0,0,0.43102223
1748,0,0,0,0.41994083
1749,0,0,0,0.49697056
1750,0,0,0,0.38409454
1751,0,0,1,0.34239104
1752,0,0,0,0.3365511
1753,0,0,0,0.3902776
1754,1,1,3,0.4665432
1755,0,0,0,0.4166762
1756,0,0,0,0.42732412
1757,0,0,0,0.3767411
1758,0,0,0,0.33840126
1759,0,0,0,0.54152316
1760,0,0,0,0.5742385
1761,0,0,0,0.34356558
1762,1,1,2,0.376739
1763,0,0,0,0.530611
1764,0,0,0,0.5376177
1765,1,1,3,0.3546161
1766,1,1,3,0.45441657
1767,0,0,0,0.5060733
1768,0,0,0,0.44376034
1769,0,0,0,0.4517982
1770,0,0,0,0.42410105
1771,0,0,0,0.393629
1772,1,1,3,0.43437868
1773,0,0,0,0.45144027
1774,0,0,0,0.4025409
1775,0,0,0,0.32406574
1776,0,0,0,0.4628569
1777,0,0,0,0.42739415
1778,1,1,3,0.50919735
1779,0,0,0,0.3451255
1780,0,0,0,0.44853377
1781,0,0,1,0.40236568
1782,1,1,3,0.3799626
1783,0,0,0,0.36916164
1784,0,0,0,0.44473475
1785,1,1,3,0.5207565
1786,0,0,0,0.47585166
1787,0,0,0,0.3617066
1788,0,0,0,0.47948182
1789,0,0,0,0.45787996
1790,0,0,0,0.41125655
1791,1,1,2,0.42790398
1792,1,1,3,0.3412593
1793,0,0,0,0.5244429
1794,0,0,0,0.4983351
1795,1,1,3,0.40371174
1796,0,0,0,0.48309338
1797,0,0,1,0.41093314
1798,0,0,0,0.3217764
1799,0,0,0,0.3906387
1800,0,0,0,0.48681235
1801,0,0,0,0.47345272
1802,0,0,0,0.48550296
1803,0,0,0,0.40862846
1804,1,1,3,0.40964365
1805,0,0,0,0.45301834
1806,0,0,0,0.47587287
1807,0,0,0,0.42853194
1808,0,0,0,0.46068195
1809,0,0,1,0.491601
1810,0,0,0,0.3799269
1811,0,0,0,0.47246936
1812,0,0,0,0.4752941
1813,0,0,0,0.3595206
1814,0,0,0,0.5155073
1815,0,0,0,0.42560148
1816,0,0,0,0.5038977
1817,0,0,0,0.5116466
1818,0,0,0,0.47607768
1819,0,0,0,0.45952433
1820,0,0,0,0.49645972
1821,0,0,0,0.49368644
1822,0,0,0,0.5309245
1823,0,0,0,0.47114515
1824,0,0,0,0.53211117
1825,0,0,0,0.42745954
1826,0,0,0,0.38949347
1827,0,0,0,0.45408076
1828,0,0,0,0.41100162
1829,0,0,0,0.3813272
1830,0,0,0,0.395146
1831,1,1,3,0.3660586
1832,1,1,3,0.43481818
1833,0,0,0,0.3869914
1834,0,0,0,0.38571528
1835,0,0,0,0.4402521
1836,0,0,0,0.39458123
1837,0,0,0,0.38123584
1838,0,0,0,0.50733435
1839,1,1,3,0.38599214
1840,0,0,0,0.4424334
1841,0,0,0,0.34609014
1842,1,1,3,0.52965856
1843,0,0,0,0.4275062
1844,1,1,3,0.46923804
1845,0,0,0,0.43642724
1846,0,0,0,0.45869946
1847,0,0,0,0.39810178
1848,0,0,0,0.43997818
1849,0,0,0,0.38382006
1850,0,0,0,0.41860402
1851,0,0,0,0.42471847
1852,0,0,0,0.44101027
1853,0,0,0,0.44485977
1854,0,0,0,0.47416246
1855,0,0,0,0.42096263
1856,0,0,0,0.4257292
1857,0,0,1,0.46299005
1858,1,1,3,0.6364904
1859,0,0,0,0.4491832
1860,0,0,0,0.39317998
1861,1,1,3,0.4798839
1862,0,0,0,0.44449747
1863,0,0,0,0.47490185
1864,0,0,0,0.41747504
1865,0,0,0,0.43072486
1866,0,0,0,0.38770974
1867,1,1,3,0.4409986
1868,0,0,0,0.3245921
1869,1,1,3,0.53367466
1870,0,0,0,0.33858985
1871,0,0,0,0.5165237
1872,0,0,0,0.4597072
1873,0,0,0,0.43659505
1874,1,1,3,0.43810156
1875,0,0,0,0.49335426
1876,0,0,0,0.42206082
1877,0,0,0,0.5123887
1878,0,0,0,0.40018085
1879,0,0,0,0.37421095
1880,0,0,0,0.4509145
1881,0,0,0,0.4216375
1882,0,0,0,0.4865716
1883,0,0,0,0.3283326
1884,0,0,0,0.3523757
1885,0,0,0,0.45164663
1886,1,1,3,0.51530516
1887,0,0,0,0.449971
1888,0,0,0,0.39256114
1889,0,0,0,0.44940752
1890,0,0,0,0.3985217
1891,1,1,3,0.4726264
1892,1,1,3,0.28406587
1893,0,0,0,0.35741854
1894,0,0,0,0.41623417
1895,0,0,0,0.3649074
1896,0,0,0,0.4427855
1897,0,0,0,0.49691135
1898,0,0,0,0.41301328
1899,1,1,3,0.6176439
1900,0,0,0,0.34646505
1901,0,0,0,0.51403797
1902,0,0,0,0.40431142
1903,1,1,3,0.5084256
1904,0,0,0,0.37695432
1905,1,1,3,0.3651299
1906,0,0,0,0.36447045
1907,0,0,0,0.3753417
1908,0,0,0,0.49466592
1909,1,1,3,0.4248505
1910,1,1,3,0.29847503
1911,1,1,3,0.44629014
1912,1,1,3,0.43028444
1913,0,0,0,0.39558405
1914,0,0,0,0.47556722
1915,1,1,3,0.30524254
1916,0,0,0,0.43109632
1917,0,0,0,0.39625925
1918,0,0,0,0.40105233
1919,0,0,1,0.31636548
1920,0,0,0,0.47145367
1921,0,0,0,0.47633898
1922,0,0,0,0.3986682
1923,0,0,0,0.49284723
1924,0,0,0,0.3715582
1925,0,0,0,0.45311952
1926,1,1,3,0.42197296
1927,0,0,0,0.39848512
1928,0,0,0,0.40308666
1929,0,0,1,0.34899056
1930,1,1,3,0.41313982
1931,1,1,3,0.42453486
1932,0,0,0,0.39725968
